stock_level_units,storage_duration_days,product_category,product_value_usd,storage_type,inventory_turnover,insurance_rate_percent,obsolescence_risk,storage_rent_usd_per_month,handling_cost_per_unit,security_level,seasonality,supplier_reliability,holding_cost_usd
27965.0,62.0,Pharmaceuticals,2480.6730483556717,Climate Controlled,2.5560129461202914,0.5506020249315059,Low,6.301510743779682,1.2868700807003293,Maximum,High Seasonality,Medium,49505.61320140425
26356.0,312.0,Electronics,878.7404098968242,Outdoor,7.641700199262064,2.092076478856276,Low,6.486864868254883,3.611585280631039,Basic,Non-Seasonal,Medium,39468.12013445261
22773.0,62.0,Electronics,2717.8351519985513,Outdoor,10.732495995813514,0.8508105956676457,High,9.184356503961466,2.0104224811431566,High,High Seasonality,Low,26265.894828270604
,272.0,Automotive,669.86188135993,Climate Controlled,2.010078719603795,1.6705028880557824,Medium,1.7802676524171968,3.3396101978667647,High,Seasonal,High,37491.27518196988
43820.0,172.0,Electronics,,Climate Controlled,1.0784569575644247,1.789609723884636,Medium,1.2118229032491805,3.0594791374910084,Maximum,Seasonal,High,43805.059972355695
1592.0,357.0,Automotive,1217.6302339307,Warehouse,5.688198551925134,1.0160361723812747,High,,1.2954154836293432,Basic,Seasonal,High,30092.72029273897
19353.0,4.0,,4151.669342086358,Outdoor,,2.241224944739267,High,5.674092252479532,3.0042789229798545,High,Seasonal,Medium,1054.9211767064974
29317.0,64.0,Electronics,1690.6093844666266,Climate Controlled,3.195695642713168,1.1985109166968704,Medium,4.848833203395587,4.9549520274467405,Standard,High Seasonality,Low,49768.96164600872
28612.0,140.0,Food,4317.254434754381,Climate Controlled,3.70514949730482,1.137305425851834,Medium,9.495147421096965,4.214077681186625,Basic,Seasonal,Medium,26537.710374219958
21919.0,204.0,Pharmaceuticals,3271.2900907848593,Climate Controlled,5.2446610499718505,1.64871522242903,,6.03544229143592,3.372061628420587,Basic,High Seasonality,Low,36108.20555513578
28681.0,188.0,Clothing,1859.7120649119017,Outdoor,4.385067576686717,2.734757918733515,Medium,5.683595317614191,0.9766756574712414,Maximum,Non-Seasonal,Medium,24679.739619801134
8306.0,280.0,Pharmaceuticals,1133.6808311546363,Warehouse,3.448278937810481,0.6123507067788652,High,9.302585695256845,3.8501053357349773,Basic,Seasonal,Medium,
13871.0,363.0,Automotive,4098.169724002075,Refrigerated,6.8420511977804,2.9885854697566194,Medium,1.2111110508009288,0.18496541859966426,Basic,High Seasonality,Medium,19137.56232132733
10240.0,217.0,Automotive,2927.008391908951,,6.372763195859993,1.0356736457636049,Medium,5.404737288227688,3.4068350632951967,,Non-Seasonal,Low,48987.46366085304
20127.0,25.0,Clothing,283.46524465972334,Outdoor,8.960416055909661,0.9870571220680131,High,9.293350157056175,2.773597925517245,Standard,Seasonal,Medium,13387.753981174827
31161.0,197.0,Clothing,,Warehouse,,1.691109299647323,Medium,,2.791123244556584,Standard,Non-Seasonal,Low,11929.863880885086
12600.0,302.0,Automotive,1630.0113805326325,Climate Controlled,2.19579187521936,2.2955300458123618,Low,3.5955034521823617,2.276717249299031,Basic,Non-Seasonal,Medium,1822.7998803624496
49043.0,168.0,Electronics,1984.5211038796745,Refrigerated,1.4965294745838067,2.5234638519772856,Medium,1.8339148344658365,,High,Seasonal,Low,49893.786195812136
5705.0,66.0,Pharmaceuticals,1888.2365048118054,Outdoor,10.520006774059596,2.5672034966692316,High,3.4704849619395093,3.329910789675171,Standard,Non-Seasonal,Low,22229.54709235047
34396.0,3.0,Electronics,37.78710677674255,Refrigerated,5.202082043081449,2.9414937813071935,Low,4.269684475283762,0.7695846322103508,Maximum,High Seasonality,High,5072.9255928161765
47438.0,112.0,Electronics,,Refrigerated,9.361990057987686,0.8900575705225919,Low,8.481800773070917,4.677726504769445,Basic,High Seasonality,Low,17318.872978517502
38814.0,169.0,Pharmaceuticals,2018.738732615603,Warehouse,2.1589364086828784,2.416369993656631,Low,5.639178024059609,1.930695498320245,Standard,Non-Seasonal,High,3784.159521817349
372.0,289.0,Automotive,2644.610482784061,Refrigerated,11.932252251101776,1.178820291458422,Medium,7.630200746525982,2.7283105937468943,Maximum,Non-Seasonal,Low,16098.25038374868
26076.0,18.0,Clothing,3491.7140964427185,Refrigerated,1.2682185105689905,1.3763110714462063,Low,2.846278008430759,4.430383527078152,Standard,Non-Seasonal,High,28812.05084018432
12332.0,178.0,Food,4271.98385820311,Climate Controlled,7.602958621438059,,Low,8.537156518922485,2.701267882378251,High,High Seasonality,High,32445.29572591736
19799.0,282.0,Clothing,2951.3110182790283,Refrigerated,6.962210991331579,2.410409765007608,,1.230478180866552,3.320569763945474,High,Seasonal,Low,38086.503963678355
1446.0,82.0,,1725.3813932687656,Refrigerated,3.58136603823358,,Medium,4.634022046542533,0.7158456371130713,Basic,High Seasonality,Low,24513.745409461695
5911.0,222.0,Clothing,340.41917857183086,Outdoor,2.9284627246086607,0.5388270221642872,Low,3.888235862728435,1.2656655896453397,Basic,Seasonal,Low,41489.715873157096
,45.0,Pharmaceuticals,3567.054040127072,Outdoor,6.503078826294363,,Medium,7.689145650556581,0.46836565789494466,Basic,Seasonal,Low,24804.4472868674
46847.0,33.0,Food,4388.809304828577,Refrigerated,10.074828657225105,1.6747068929110842,Low,7.519503818863696,4.1223951747621,Maximum,High Seasonality,High,20021.316652838592
17845.0,146.0,Electronics,1321.430158701061,Refrigerated,3.6141542396565316,0.7966328782306293,Low,1.5552757028147206,2.9165890192748285,Maximum,High Seasonality,Medium,22067.44296117848
26668.0,265.0,Pharmaceuticals,3434.733287759405,Outdoor,6.23166578057173,2.2041063632129076,High,2.9917384752353278,1.0096527066246253,Standard,Non-Seasonal,High,6958.8474636307365
49951.0,322.0,Electronics,805.262373455586,Refrigerated,1.069046690949178,0.5967638586148003,High,5.206098329125027,3.0217877544964655,Maximum,High Seasonality,,27878.3249711572
41991.0,250.0,Pharmaceuticals,3112.7569823218773,Refrigerated,4.7205085791951475,0.8712221943563543,High,,1.1341904218082326,Standard,Seasonal,Medium,39614.80779889291
12812.0,10.0,Clothing,1930.884803904766,Refrigerated,7.688322415554399,0.5665375677632107,Low,2.0389142228167034,,Basic,Non-Seasonal,Medium,3007.731757813037
28451.0,125.0,Electronics,1346.3017647487077,Outdoor,4.420788694229742,2.066363134997648,High,7.446669497059804,1.6845192192847203,Standard,High Seasonality,Low,16021.884247452475
49490.0,142.0,Automotive,4341.22467880439,Climate Controlled,9.46486588106173,2.1080301081856074,Low,9.04628617898489,1.2659087146313188,Maximum,Non-Seasonal,Low,45564.91548443633
40402.0,236.0,Food,2291.0809099033427,Climate Controlled,,0.9933152769198492,High,3.176752015998664,4.625996817198352,Basic,Seasonal,Medium,13200.311971860496
24332.0,105.0,Food,230.29398403881817,Outdoor,7.445791559477567,1.8856059025823655,High,3.7349003906011706,0.5357790484256699,Maximum,High Seasonality,Low,21015.706808981733
26741.0,252.0,Automotive,3643.415404407933,Outdoor,11.907765223613273,1.4115004226005263,Low,1.814701706651506,2.9576803881334603,Basic,Seasonal,Low,4452.933751314112
42751.0,202.0,Clothing,997.0933880567023,Outdoor,9.153549978913183,1.5808182069161814,Low,2.6346034640497695,4.936504247554884,Maximum,Seasonal,Medium,34849.62912599645
33389.0,143.0,,543.1897709453813,Warehouse,,1.2567250021121317,Medium,2.681943409629167,4.320497641833162,,Seasonal,Low,11579.434836162029
27860.0,250.0,,3068.973991929184,Climate Controlled,5.887841727740288,2.895726157066153,Medium,6.099791843239791,4.4619324851992745,High,Seasonal,Medium,24542.97013019938
19669.0,,Clothing,1435.4808945332684,Outdoor,5.7525552304136,1.8378504193856613,High,2.699688104692251,1.632654990509059,Maximum,Seasonal,Medium,9219.750211246648
32726.0,159.0,Electronics,4460.728206505153,Refrigerated,6.983465438328396,2.0964646687115573,Medium,2.0313921539982758,0.5163287747818158,Maximum,Non-Seasonal,High,34219.309951907955
18817.0,359.0,Clothing,2936.3037445485993,,11.711753001825343,2.8301710923782952,,4.331554498775521,1.8364983955737944,Basic,Seasonal,Low,42231.62417871099
42374.0,120.0,Automotive,3754.692158574591,,10.829936485741893,1.9792104533100927,High,2.4652229113681994,0.2502491116234613,High,,Medium,1771.5662103885818
32038.0,27.0,Pharmaceuticals,3452.0676626206814,Climate Controlled,8.729378380476636,0.9560571513249645,Low,1.087393655848746,2.756029472197004,High,High Seasonality,High,48537.62411304005
48962.0,274.0,Clothing,1344.3116077505745,Outdoor,4.551073807157022,1.8961982003222584,Low,1.8608188669367274,2.3595780990012667,High,,High,21936.766655093674
4892.0,141.0,Electronics,3171.5574108951555,Climate Controlled,3.837828784831908,2.456244224139226,,4.93888006296701,0.6886100123796876,Basic,Seasonal,High,47201.31714290112
24311.0,269.0,Clothing,1705.2683653930217,Refrigerated,3.9430143411559673,,Medium,4.757160893619447,0.7290886150671404,Maximum,High Seasonality,,41730.25436593618
8671.0,200.0,Food,4967.633525484024,Refrigerated,2.474669455486284,2.624422514578009,High,9.547083175290071,3.07104766865443,Maximum,Seasonal,High,26112.879158894153
1330.0,157.0,Electronics,1147.823049838662,Warehouse,8.82180526998518,2.801300277353962,High,1.175587628468199,1.0277165955166803,Maximum,Seasonal,Medium,2322.132928872873
35180.0,19.0,,4711.409722870231,Outdoor,3.2023440357765187,0.7767350041338112,High,6.9070855731316785,1.1972547295674467,Standard,Seasonal,Low,39311.59046629456
25591.0,177.0,Food,1314.5398455588766,Outdoor,6.707114226981362,1.5093850849151054,High,5.364861808144319,2.2321176040041926,,Non-Seasonal,Low,11954.493200344681
31803.0,12.0,Food,834.910913676104,Refrigerated,,,Low,,0.9657473588986804,Standard,High Seasonality,Low,3981.2436767309837
31460.0,210.0,Food,2664.530043854215,Climate Controlled,10.766614035409447,2.1077084246325484,,5.434083307603358,0.32700656424693975,Maximum,High Seasonality,,7058.040765858215
18143.0,296.0,Electronics,1279.393799238793,Refrigerated,2.134654037431371,1.1919363172205981,Medium,2.2831332426771285,0.5821757239350368,Standard,High Seasonality,Low,48291.43883596557
13048.0,251.0,Clothing,1870.2481351554795,,5.115836308117036,2.9188442765778553,High,1.2770245921053787,2.4742007922088485,Basic,High Seasonality,Low,36518.95552920743
40938.0,169.0,Electronics,951.8379473274435,Climate Controlled,9.872893719831959,0.6420348237030087,Low,,3.846874025851993,Maximum,Seasonal,Low,43418.4214199927
26807.0,315.0,Electronics,2010.4247325371575,Warehouse,8.619954251880822,1.2387773612138038,Low,1.9799757036090784,3.199769700581792,Basic,High Seasonality,Medium,45365.167281982634
44945.0,198.0,Pharmaceuticals,3271.22890169037,Outdoor,7.383639445035036,1.9748500540375462,Low,6.9510623846052,3.0981062079962616,Maximum,Seasonal,Medium,11136.851350645715
29012.0,248.0,Automotive,1093.4048679267457,Climate Controlled,2.9981113990440664,0.9978904805491216,Medium,9.414136420396986,4.016726634947029,Standard,Non-Seasonal,Medium,
35295.0,36.0,Clothing,2564.6290211194505,Outdoor,11.733408167497487,1.921061933828471,Low,4.66677066279712,4.039977308849,High,High Seasonality,High,25316.472990252776
26146.0,282.0,Pharmaceuticals,1555.625316040263,Warehouse,9.857338100098458,,Low,6.650899741688264,1.9183318250444186,,Non-Seasonal,Medium,25007.32329354564
49051.0,60.0,Pharmaceuticals,4667.596144536205,Refrigerated,3.302290631733179,2.460662746389637,High,5.229987276544074,,Basic,Non-Seasonal,High,21215.036240275105
19701.0,116.0,Pharmaceuticals,145.90309650077285,Warehouse,11.97773604130624,2.295876618332653,Medium,1.8283364379730624,3.1108768804318307,Standard,Seasonal,Medium,25960.022021214314
,86.0,Automotive,,Refrigerated,7.348394770819631,0.7070260041155534,Low,1.8561648009271299,4.972555555650237,Maximum,Non-Seasonal,Low,15319.754368986203
17235.0,220.0,Electronics,1994.1487510560235,Climate Controlled,5.065091953716866,1.1097909126421353,Medium,6.005761978824317,0.18918408378968532,Standard,,Low,38655.650572365295
11634.0,227.0,Automotive,3467.7421191765698,Outdoor,8.181143703759187,1.0210768943326944,High,4.169915944927306,2.7508405634653927,Standard,Seasonal,Medium,31916.75279257048
28016.0,274.0,Clothing,4554.877427628859,Warehouse,11.32914024977096,1.7908854814442905,High,3.0850085180275264,4.686738889124844,Standard,Seasonal,High,11677.048878939431
43346.0,221.0,Electronics,1527.5365084799982,Climate Controlled,11.570736406777579,1.079941521227594,High,5.421484515750975,3.722080909803826,,Non-Seasonal,Low,13379.457407629696
2570.0,97.0,Automotive,2343.745629416809,Climate Controlled,10.592545249126692,1.5761073362587892,Medium,0.9973284911101283,0.48089960060379167,Standard,High Seasonality,Medium,47841.45946540031
32501.0,336.0,Food,1867.2139323975214,Warehouse,5.916724362185715,1.0782401205814633,Low,9.011034850781341,1.1268399156043825,Maximum,Seasonal,High,4708.342231714196
,340.0,Electronics,705.2690907652827,Warehouse,5.040364050985365,,Medium,,2.656475756367642,Basic,Non-Seasonal,Low,35942.20347036145
24488.0,83.0,Food,,Warehouse,,2.858804747843081,High,6.2809624663509,3.785840726603665,Standard,Seasonal,Low,13899.240444865467
30305.0,56.0,Electronics,4242.981093203131,Climate Controlled,4.79193465766029,2.663032248177077,,8.611725528019788,,Maximum,Non-Seasonal,Low,13513.997888037879
30765.0,127.0,Clothing,2688.932541607578,Warehouse,10.342720117992878,2.9096864860730154,Medium,7.5402230607986676,4.188058881722511,High,Seasonal,Medium,13998.517176221807
30504.0,77.0,Automotive,1563.9915022421549,Climate Controlled,3.7828878604401632,1.7930263303550231,High,,2.600062017137493,Maximum,Non-Seasonal,Medium,18457.174269273768
48308.0,190.0,Food,1175.080374943656,Climate Controlled,10.296008202227506,0.7836976399586668,Medium,2.892239458113678,2.29053275741173,Maximum,Non-Seasonal,Low,44721.837062826424
44744.0,19.0,Food,3509.0274546014602,Climate Controlled,11.794939268224196,1.3306645301334459,Medium,3.170842585920531,2.8663217728833024,,Seasonal,Low,9867.065495812672
48568.0,231.0,Clothing,3505.3477864249453,Refrigerated,9.887426228674299,0.8082181584285698,,9.114955457698494,3.1083229010864635,Standard,High Seasonality,Medium,43187.27622518777
23085.0,32.0,Pharmaceuticals,4658.45786056689,Outdoor,10.505497600155095,,,1.098900982944466,2.3078980179234594,,Seasonal,Medium,37788.374893688844
13926.0,337.0,Automotive,4117.480540407935,Outdoor,2.913831125822216,1.051190238582481,High,1.2270437518439814,,Basic,Seasonal,High,6811.912922618633
44489.0,,Food,233.51643173915147,Warehouse,7.1734521163754446,0.6002714446668479,Medium,1.3476387010732265,3.6392015695962785,High,High Seasonality,Low,37106.816954849004
16275.0,183.0,,948.5482947677135,Outdoor,4.477110524586237,0.5970809525145513,High,,2.1984942473996,High,Seasonal,Medium,29063.350451269253
4525.0,149.0,Electronics,1837.9584224685368,Outdoor,9.446648031370858,2.8471686009245856,High,0.9560332146255658,2.0903432991991195,Standard,High Seasonality,High,26553.621961705157
8498.0,302.0,Clothing,3716.0535769821804,Refrigerated,11.589714400554085,2.1372751971439636,High,3.8600836527732074,1.7478184580231864,High,Seasonal,Medium,14782.678868810832
38065.0,147.0,Electronics,4981.153207092302,Refrigerated,6.487442126168801,2.365198753853216,Low,2.894425144765593,3.6965657805219085,,Non-Seasonal,Medium,37692.870928222226
8102.0,273.0,Clothing,4859.0612805337905,Refrigerated,8.268072383789914,0.5624891339651059,High,4.81667789430108,4.142370007105025,,High Seasonality,Low,13227.227942062182
250.0,31.0,Food,3680.1533428476837,Outdoor,8.819831300808607,1.9261751778374323,High,3.483314196015928,1.3636212576502758,Basic,Non-Seasonal,Medium,7371.7194300252795
31822.0,200.0,Food,1485.8390613243596,,3.6043679407098788,1.407606907263584,High,8.293118177601638,,Maximum,High Seasonality,Low,32391.427994961505
26175.0,123.0,Automotive,4310.63259418119,Climate Controlled,5.718155294802267,1.7661100905034381,Medium,3.3701320186142176,1.6824600924966004,High,High Seasonality,Medium,35990.423960774206
9570.0,123.0,Clothing,4377.331744754121,Climate Controlled,3.3578166424596785,2.5251161877667,High,3.2253704912336434,1.7038479663290986,Standard,Seasonal,Medium,42953.24700985319
5722.0,349.0,Clothing,2952.337858042595,Outdoor,3.108235830071731,2.2155178572799183,Medium,0.8676251371866804,4.134592027973591,High,Seasonal,Medium,1085.427163301823
16142.0,331.0,Clothing,2923.10719198357,Refrigerated,8.8500867020256,2.3970952709671645,Medium,1.664256073014853,4.486878867995658,Standard,Non-Seasonal,Medium,48561.55073945923
9969.0,94.0,Automotive,1845.9585430521788,Outdoor,5.21389497123531,2.9122405206034228,Medium,6.417152768114887,1.1049504544992315,Basic,High Seasonality,High,
22862.0,294.0,Electronics,84.04485244213181,Outdoor,7.98172729692289,1.8190468602805252,Low,1.909384609698229,3.290428510836437,High,,Medium,20856.554901921896
38201.0,254.0,Clothing,2995.98114711237,Warehouse,8.666140411586142,1.3615193924335283,Medium,1.1486560651762867,3.4117879459081566,High,High Seasonality,Medium,21678.63628206454
14909.0,336.0,Food,3947.280860747514,Outdoor,8.324925197600521,0.5623737111696127,Medium,4.668369387929898,4.661566897759909,High,Non-Seasonal,High,11789.793782436162
16468.0,36.0,Electronics,4941.1052558310585,Warehouse,6.357501635413096,1.224220516104975,Low,4.097980531969771,0.8739532886004664,High,Seasonal,Medium,32300.377889895644
278.0,336.0,Automotive,155.2724162458957,Refrigerated,8.41729099882614,2.911495542416999,Low,7.417526338394305,2.296577393998479,Standard,High Seasonality,Medium,27007.77915514586
39231.0,283.0,Electronics,4630.116104673773,Warehouse,5.1016800699746225,2.914804505399665,Low,,2.886736103488548,High,High Seasonality,Low,
23391.0,98.0,Food,,Refrigerated,11.449558196834715,1.4231538804930066,High,3.272801167103335,3.240813857352734,Standard,Non-Seasonal,,11381.31124938186
,211.0,Automotive,1253.3230741083348,Outdoor,11.145603976681523,1.9880500396189311,High,5.565744590361509,1.6008891165997758,High,Seasonal,High,41132.04163713589
11897.0,239.0,Automotive,2288.5472152509374,Warehouse,10.755935500327269,1.2235889178283506,Medium,3.242886595470259,2.9894197497135337,Basic,Seasonal,Low,11294.110771507356
20058.0,236.0,Clothing,1198.774222518456,,10.391510697243657,2.5290007433106303,Low,3.0272496670876663,4.045736924749545,Standard,High Seasonality,Low,44726.620937442895
4093.0,49.0,Automotive,941.2578694626421,Climate Controlled,7.245466935846082,2.7351341313626425,Low,1.182741595660993,1.930199461296727,Standard,High Seasonality,Low,42978.33549312119
17264.0,209.0,Food,275.0812562880761,Outdoor,1.6108925991566572,2.148145425310152,Low,5.80228676617944,3.698266980282263,High,Non-Seasonal,Medium,4128.590400296517
6780.0,88.0,Automotive,1771.7559827947186,Climate Controlled,7.113940363259084,1.3214973757509028,High,5.675910978599558,3.831472802271828,,Seasonal,High,19300.833240294236
38246.0,324.0,Pharmaceuticals,,Warehouse,7.407392308221142,1.9735287749947614,High,5.5016090243615805,3.108002254453784,High,High Seasonality,Low,41431.41997234611
306.0,164.0,Food,1375.2862792264928,Climate Controlled,5.89425275188795,0.8553744009078064,Low,0.7329014193021219,1.831970950519941,,Non-Seasonal,High,
18581.0,36.0,Electronics,429.03511981848305,Outdoor,10.657891278782257,1.2167583055040925,,6.821719250683894,4.8552998553420235,High,Non-Seasonal,High,41774.134755076004
27633.0,150.0,Clothing,2782.3008232703414,Outdoor,10.104946335891928,0.7562498376481923,Low,4.311585644631338,1.57631081628435,Standard,High Seasonality,Low,45295.89447397313
30933.0,163.0,Electronics,4636.969875547251,Outdoor,11.695929656300404,2.8784688104244287,High,2.2578873042228365,2.373810467316638,Basic,Seasonal,Low,29768.444707683397
15947.0,218.0,Automotive,762.6365087772543,Refrigerated,9.41195458144691,0.6274153207098108,Low,1.9617089176609377,1.0542057169585053,High,Seasonal,Medium,6608.758474485456
33246.0,,Pharmaceuticals,2723.0527815214045,Refrigerated,10.13083644129074,0.9840951667231386,Low,1.134102107559894,4.5116012208203395,Maximum,High Seasonality,Medium,24137.39312370455
14946.0,102.0,Automotive,1865.397041342394,Outdoor,9.683663188673469,2.8053935068535885,Medium,2.1536601272975386,0.34296523900118164,Standard,High Seasonality,Medium,25452.808770874082
24893.0,294.0,Clothing,2157.357647982827,Refrigerated,4.931557475889912,0.9766464846913874,High,1.635854354247614,1.1441818311775267,High,Non-Seasonal,Medium,9896.97580350655
25029.0,302.0,Clothing,2123.996704158125,Refrigerated,6.794179801230714,1.9523425384386295,,5.28199835533052,0.3017195552137636,Standard,Seasonal,High,30026.72787255736
45903.0,195.0,Food,4532.324642212751,Refrigerated,2.898588491194358,2.6102786333201746,High,2.3608669635745434,4.641989398710784,Standard,High Seasonality,High,39114.38244616054
27895.0,314.0,Clothing,1187.3574228521454,Climate Controlled,4.617807130127922,2.878293937817887,Medium,5.724140246335776,3.3574056642797188,High,Seasonal,High,25097.748035987242
22504.0,346.0,Pharmaceuticals,475.67470454302935,Warehouse,4.896490525364674,0.5333884376314753,Medium,2.8903748091333936,2.997124667710022,Maximum,Non-Seasonal,Low,30241.7169529966
32731.0,,,182.854647057012,Outdoor,7.0285998191766135,2.6924503170145577,,6.555720897677271,,Maximum,Seasonal,Medium,35957.16996162857
42607.0,68.0,Food,,Refrigerated,5.113001215799055,0.7472165929459402,Low,5.811367690358579,1.168803198714764,Standard,,High,19748.302057177727
22927.0,357.0,Clothing,4903.812087608719,Refrigerated,4.726846733967889,,High,1.780513982507466,3.5034101395757102,Maximum,,Medium,19106.906617940793
1211.0,199.0,Pharmaceuticals,3814.2715155323035,Refrigerated,8.569433211839485,2.4167716225180156,,,3.2513860640265517,High,High Seasonality,High,32537.97415689603
12746.0,31.0,,255.59019568842254,Warehouse,3.5418487327631176,1.8377288366765818,Low,1.9916652669804504,4.2853479639404775,,Non-Seasonal,High,16774.535183455
42244.0,60.0,Pharmaceuticals,783.9210200987574,Refrigerated,5.95381189740934,2.341955516478639,Medium,0.5476404858603983,1.8489936247857477,Standard,High Seasonality,Medium,10158.534257840603
17864.0,32.0,Pharmaceuticals,4150.631689065765,Outdoor,4.9762848672166795,1.7687734247088212,Low,,,Basic,Seasonal,Low,22296.649691020233
22954.0,140.0,,2441.64535564642,Climate Controlled,1.0359400332692208,1.1951385016449896,High,5.138905587265364,4.902616885606533,High,Seasonal,Medium,44413.409338138605
21079.0,45.0,Food,1289.0312973481075,Outdoor,1.645649682179168,2.316954889124694,Low,4.495189066616758,1.8749251251030614,,Non-Seasonal,High,36572.48993488915
27102.0,364.0,Clothing,843.2877268896144,Refrigerated,10.203029026410457,0.5977673371247767,Medium,1.7311939109252679,2.6170999710458887,High,High Seasonality,High,43861.53974208386
44713.0,329.0,Pharmaceuticals,131.37531777975138,Climate Controlled,6.841917843040451,1.5910262040257042,Low,9.069665843384266,2.5409914836892344,Maximum,High Seasonality,Medium,44883.97695649118
30781.0,37.0,Electronics,2859.528616954805,Warehouse,11.59991601131452,1.1802135987354916,Low,9.377658234056733,1.8996081055041012,High,Non-Seasonal,Low,36311.90747620281
48911.0,251.0,Food,3346.937461216085,Outdoor,2.616756114359654,1.451130741246807,High,9.205872705684971,,Maximum,Non-Seasonal,Medium,44335.72947815769
36894.0,186.0,Food,1111.1457338001878,Refrigerated,5.21434466565172,1.5095735791204397,High,9.636649732820132,0.3375652877206333,Basic,Seasonal,High,36296.48621052558
22076.0,344.0,Food,3277.7421099026024,Climate Controlled,10.063369587644692,2.640231511296972,Low,6.877908123097334,0.14999913407555968,,Seasonal,Medium,42029.29413334341
39255.0,268.0,Clothing,4646.769053876903,Refrigerated,8.104671599840806,1.8401943243664975,High,9.85092492008386,0.22646754974116032,Maximum,High Seasonality,High,25727.224414454413
9190.0,102.0,Clothing,3330.5678539596825,Outdoor,3.981543228395174,2.2852787976702142,Medium,8.544558446276227,4.5071140406459165,Standard,Non-Seasonal,Low,38695.83571577376
1671.0,300.0,Automotive,2962.244313188497,Outdoor,2.150643934449353,2.639320306543562,Medium,5.948955869253969,1.9678248777216447,High,Non-Seasonal,High,9453.092350403575
1355.0,86.0,Food,3839.918579333396,Refrigerated,7.168092067853518,1.354760888259864,Medium,3.014203340684812,1.5382210306896917,Standard,Seasonal,High,47959.553006578186
10116.0,163.0,Electronics,184.60466461840838,Warehouse,5.74322887996351,2.7388376401982737,High,3.209391425456372,3.5763005656352207,Standard,High Seasonality,Medium,22443.47362569645
6095.0,127.0,,3403.484852373394,Warehouse,4.8683319693749105,2.894532681445328,High,2.658228956375812,1.2707278139190388,Standard,Seasonal,Medium,41254.89823147692
34605.0,,Automotive,4186.103133893406,Climate Controlled,10.531340492322709,2.616140026527665,Low,4.926278537393718,3.6098154871793624,Maximum,Non-Seasonal,Medium,40162.84573594942
17095.0,122.0,Pharmaceuticals,23.412128182574147,Refrigerated,1.5477631497851547,1.7496522346821837,Medium,3.757400241750711,,Standard,High Seasonality,High,8555.844091669926
11618.0,327.0,Electronics,1861.6683537347665,Outdoor,3.887263607468693,2.084840251770608,High,7.315133403647171,4.399491835221539,High,High Seasonality,High,1853.5702877535016
40654.0,17.0,Pharmaceuticals,368.6761940267419,Outdoor,2.1345711012260096,1.8077326727240108,High,5.466056385461345,1.8269906529721178,High,High Seasonality,Medium,18923.529825901016
28085.0,,Automotive,2343.597226935349,Warehouse,7.147536683895702,2.8481611750805924,Medium,3.9409524783073953,2.461754842270285,Basic,Non-Seasonal,Medium,
13757.0,270.0,Automotive,566.3911741697337,Outdoor,2.5817959714299374,2.5671806518405105,Low,3.655908336587059,4.885754199802818,Basic,High Seasonality,Low,13149.833339514083
42320.0,144.0,Pharmaceuticals,2571.7845678080607,,4.673819398653633,2.415579260403881,Low,0.7502795761015644,4.275386833436401,Standard,Non-Seasonal,Medium,41018.21465048883
25402.0,308.0,Automotive,42.557435131128365,Warehouse,8.520802147928585,1.7237464920518648,Low,8.416240936912349,,,Seasonal,,48973.71778909561
24478.0,,Pharmaceuticals,3980.6921013134424,Warehouse,6.790032828241991,2.604731137550066,High,6.221256243209176,2.1041806734490724,Maximum,Non-Seasonal,Low,7647.433294651868
36763.0,124.0,Clothing,2783.4059159679723,Outdoor,10.353580675819606,2.891873701099408,Low,5.721848338848542,0.18138579330354912,Standard,Seasonal,Low,42183.404380036576
47735.0,226.0,Clothing,1314.1285219490135,Warehouse,,1.3932710659904086,High,8.881680094871282,0.9534794574496007,Maximum,Seasonal,Low,37400.992385964986
38718.0,9.0,Pharmaceuticals,704.4429756609474,Climate Controlled,7.305769437207884,0.6915108083715544,Medium,7.91473154371447,3.99581008654693,High,Non-Seasonal,Low,32618.53757677485
27667.0,91.0,Pharmaceuticals,4861.378612990941,Outdoor,2.1193450441029813,1.059637581150243,Medium,9.290904194679612,1.4197135773937528,Basic,High Seasonality,Low,45340.872728626484
45545.0,245.0,Food,237.0646162572422,,2.818371080239351,0.912693882418339,High,3.921971702119096,1.714610447657565,Standard,Non-Seasonal,Low,15499.73674261226
1440.0,280.0,Pharmaceuticals,2427.5402723211782,,,2.9906453397311257,High,9.308202235005805,4.454825442304171,Standard,High Seasonality,High,33549.60602934487
24204.0,40.0,,4753.655572347724,Outdoor,2.0376140841029713,1.4037145949499226,High,4.291644901862128,2.6682502513250284,Basic,Seasonal,Medium,18879.564322676164
33239.0,59.0,Food,4147.386390259681,Warehouse,5.612458586063849,2.724984870250725,High,3.5826885799535133,4.798136951797979,,Non-Seasonal,Low,13475.186012852184
37993.0,337.0,Electronics,908.275649562828,Outdoor,3.725081679559031,2.40957793985445,High,8.250082672057282,1.3292527234117892,Maximum,Seasonal,Medium,16356.806404780948
9915.0,223.0,Food,293.31511202321076,Refrigerated,2.592045539661472,0.7524950543254323,Low,9.538323665317629,3.425202523856333,,High Seasonality,Low,1486.5940284881015
41899.0,140.0,Electronics,3373.1352088640547,Warehouse,2.9059154728641916,0.9001996707771307,Medium,6.300117188857135,1.6113095835899527,High,High Seasonality,Medium,32539.46182614494
